                          Options
                          seed: 1122
                          batch_size: 32
                          no_cuda: False
                          max_frames: 10000000
                          buffer_size: 100000
                          update_target: 1000
                          train_freq: 1
                          gamma: 0.99
                          eta: 0.1
                          rl_start: 10000
                          sl_start: 1000
                          dueling: False
                          multi_step: 1
                          env: SlimeVolley-v0
                          negative: False
                          load_model: None
                          save_model: model
                          evaluate: False
                          render: False
                          evaluation_interval: 10000
                          lr: 0.0001
                          max_tag_interval: 1000
                          eps_start: 1.0
                          eps_final: 0.01
                          eps_decay: 30000
                          cuda: True
                          device: cuda:1
Box(-3.4028234663852886e+38, 3.4028234663852886e+38, (12,), float32) Discrete(6)
Frame: 10000, Avg. Reward: -4.750, Avg. RL Loss: nan, Avg. Length: 610.9
Frame: 2740000, Avg. Reward: -4.933, Avg. RL Loss: 0.007, Avg. Length: 648.1
Frame: 2750000, Avg. Reward: -4.786, Avg. RL Loss: 0.007, Avg. Length: 647.8
Frame: 2760000, Avg. Reward: -4.688, Avg. RL Loss: 0.007, Avg. Length: 637.4
Frame: 2770000, Avg. Reward: -4.600, Avg. RL Loss: 0.007, Avg. Length: 638.6
Frame: 2780000, Avg. Reward: -4.750, Avg. RL Loss: 0.007, Avg. Length: 581.5
Frame: 2790000, Avg. Reward: -4.941, Avg. RL Loss: 0.007, Avg. Length: 578.7
Frame: 2800000, Avg. Reward: -4.733, Avg. RL Loss: 0.007, Avg. Length: 668.9
Frame: 2810000, Avg. Reward: -4.750, Avg. RL Loss: 0.007, Avg. Length: 615.1
Frame: 2820000, Avg. Reward: -4.941, Avg. RL Loss: 0.007, Avg. Length: 599.7
Frame: 2830000, Avg. Reward: -4.786, Avg. RL Loss: 0.007, Avg. Length: 657.6
Frame: 2840000, Avg. Reward: -4.429, Avg. RL Loss: 0.007, Avg. Length: 693.7
Frame: 2850000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 656.6
Frame: 2860000, Avg. Reward: -5.000, Avg. RL Loss: 0.007, Avg. Length: 651.0
Frame: 2870000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 599.0
Frame: 2880000, Avg. Reward: -4.938, Avg. RL Loss: 0.006, Avg. Length: 635.4
Frame: 2890000, Avg. Reward: -4.643, Avg. RL Loss: 0.007, Avg. Length: 674.9
Frame: 2900000, Avg. Reward: -4.706, Avg. RL Loss: 0.007, Avg. Length: 604.5
Frame: 2910000, Avg. Reward: -4.938, Avg. RL Loss: 0.006, Avg. Length: 610.6
Frame: 2920000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 675.0
Frame: 2930000, Avg. Reward: -4.733, Avg. RL Loss: 0.007, Avg. Length: 657.9
Frame: 2940000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 666.3
Frame: 2950000, Avg. Reward: -4.643, Avg. RL Loss: 0.007, Avg. Length: 642.0
Frame: 2960000, Avg. Reward: -4.938, Avg. RL Loss: 0.006, Avg. Length: 633.2
Frame: 2970000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 627.9
Frame: 2980000, Avg. Reward: -4.714, Avg. RL Loss: 0.007, Avg. Length: 722.2
Frame: 2990000, Avg. Reward: -5.000, Avg. RL Loss: 0.007, Avg. Length: 611.1
Frame: 3000000, Avg. Reward: -4.812, Avg. RL Loss: 0.007, Avg. Length: 637.0
Frame: 3010000, Avg. Reward: -4.786, Avg. RL Loss: 0.007, Avg. Length: 668.4
Frame: 3020000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 601.4
Frame: 3030000, Avg. Reward: -4.812, Avg. RL Loss: 0.007, Avg. Length: 640.4
Frame: 3040000, Avg. Reward: -4.882, Avg. RL Loss: 0.006, Avg. Length: 573.3
Frame: 3050000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 633.9
Frame: 3060000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 637.0
Frame: 3070000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 643.2
Frame: 3080000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 642.3
Frame: 3090000, Avg. Reward: -4.938, Avg. RL Loss: 0.007, Avg. Length: 609.4
Frame: 3100000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 663.7
Frame: 3110000, Avg. Reward: -5.000, Avg. RL Loss: 0.006, Avg. Length: 632.9
Frame: 3120000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 612.8
Frame: 3130000, Avg. Reward: -4.929, Avg. RL Loss: 0.007, Avg. Length: 680.2
Frame: 3140000, Avg. Reward: -4.733, Avg. RL Loss: 0.007, Avg. Length: 682.4
Frame: 3150000, Avg. Reward: -4.667, Avg. RL Loss: 0.007, Avg. Length: 656.9
Frame: 3160000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 674.3
Frame: 3170000, Avg. Reward: -4.882, Avg. RL Loss: 0.007, Avg. Length: 592.9
Frame: 3180000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 603.1
Frame: 3190000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 692.2
Frame: 3200000, Avg. Reward: -4.938, Avg. RL Loss: 0.007, Avg. Length: 629.0
Frame: 3210000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 633.0
Frame: 3220000, Avg. Reward: -4.824, Avg. RL Loss: 0.007, Avg. Length: 601.6
Frame: 3230000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 625.5
Frame: 3240000, Avg. Reward: -4.600, Avg. RL Loss: 0.007, Avg. Length: 672.7
Frame: 3250000, Avg. Reward: -4.812, Avg. RL Loss: 0.008, Avg. Length: 616.6
Frame: 3260000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 644.2
Frame: 3270000, Avg. Reward: -4.882, Avg. RL Loss: 0.007, Avg. Length: 574.2
Frame: 3280000, Avg. Reward: -4.938, Avg. RL Loss: 0.007, Avg. Length: 628.9
Frame: 3290000, Avg. Reward: -4.667, Avg. RL Loss: 0.007, Avg. Length: 631.9
Frame: 3300000, Avg. Reward: -4.938, Avg. RL Loss: 0.007, Avg. Length: 605.4
Frame: 3310000, Avg. Reward: -4.812, Avg. RL Loss: 0.007, Avg. Length: 610.2
Frame: 3320000, Avg. Reward: -4.941, Avg. RL Loss: 0.007, Avg. Length: 622.6
Frame: 3330000, Avg. Reward: -4.933, Avg. RL Loss: 0.007, Avg. Length: 642.1
Frame: 3340000, Avg. Reward: -4.824, Avg. RL Loss: 0.007, Avg. Length: 583.2
Frame: 3350000, Avg. Reward: -4.467, Avg. RL Loss: 0.007, Avg. Length: 654.6
Frame: 3360000, Avg. Reward: -4.750, Avg. RL Loss: 0.007, Avg. Length: 649.9
Frame: 3370000, Avg. Reward: -4.714, Avg. RL Loss: 0.007, Avg. Length: 681.2
Frame: 3380000, Avg. Reward: -4.812, Avg. RL Loss: 0.007, Avg. Length: 638.8
Frame: 3390000, Avg. Reward: -4.786, Avg. RL Loss: 0.007, Avg. Length: 672.5
Frame: 3400000, Avg. Reward: -4.867, Avg. RL Loss: 0.007, Avg. Length: 669.5
Frame: 3410000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 651.2
Frame: 3420000, Avg. Reward: -4.933, Avg. RL Loss: 0.007, Avg. Length: 656.1
Frame: 3430000, Avg. Reward: -4.600, Avg. RL Loss: 0.006, Avg. Length: 630.6
Frame: 3440000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 639.9
Frame: 3450000, Avg. Reward: -4.733, Avg. RL Loss: 0.006, Avg. Length: 631.8
Frame: 3460000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 667.4
Frame: 3470000, Avg. Reward: -4.400, Avg. RL Loss: 0.007, Avg. Length: 639.8
Frame: 3480000, Avg. Reward: -4.933, Avg. RL Loss: 0.007, Avg. Length: 620.9
Frame: 3490000, Avg. Reward: -4.933, Avg. RL Loss: 0.007, Avg. Length: 659.8
Frame: 3500000, Avg. Reward: -4.688, Avg. RL Loss: 0.007, Avg. Length: 598.0
Frame: 3510000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 621.9
Frame: 3520000, Avg. Reward: -4.750, Avg. RL Loss: 0.007, Avg. Length: 657.4
Frame: 3530000, Avg. Reward: -4.867, Avg. RL Loss: 0.007, Avg. Length: 640.5
Frame: 3540000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 664.4
Frame: 3550000, Avg. Reward: -4.846, Avg. RL Loss: 0.008, Avg. Length: 707.2
Frame: 3560000, Avg. Reward: -4.933, Avg. RL Loss: 0.007, Avg. Length: 681.1
Frame: 3570000, Avg. Reward: -4.867, Avg. RL Loss: 0.007, Avg. Length: 638.5
Frame: 3580000, Avg. Reward: -5.000, Avg. RL Loss: 0.007, Avg. Length: 629.2
Frame: 3590000, Avg. Reward: -4.643, Avg. RL Loss: 0.007, Avg. Length: 708.2
Frame: 3600000, Avg. Reward: -4.714, Avg. RL Loss: 0.007, Avg. Length: 686.2
Frame: 3610000, Avg. Reward: -4.933, Avg. RL Loss: 0.007, Avg. Length: 658.5
Frame: 3620000, Avg. Reward: -4.600, Avg. RL Loss: 0.007, Avg. Length: 663.7
Frame: 3630000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 673.2
Frame: 3640000, Avg. Reward: -4.812, Avg. RL Loss: 0.007, Avg. Length: 609.9
Frame: 3650000, Avg. Reward: -4.812, Avg. RL Loss: 0.007, Avg. Length: 635.2
Frame: 3660000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 609.7
Frame: 3670000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 644.8
Frame: 3680000, Avg. Reward: -4.467, Avg. RL Loss: 0.007, Avg. Length: 651.1
Frame: 3690000, Avg. Reward: -4.750, Avg. RL Loss: 0.007, Avg. Length: 635.3
Frame: 3700000, Avg. Reward: -4.643, Avg. RL Loss: 0.007, Avg. Length: 619.0
Frame: 3710000, Avg. Reward: -4.875, Avg. RL Loss: 0.008, Avg. Length: 647.3
Frame: 3720000, Avg. Reward: -4.867, Avg. RL Loss: 0.008, Avg. Length: 645.4
Frame: 3730000, Avg. Reward: -5.000, Avg. RL Loss: 0.007, Avg. Length: 638.9
Frame: 3740000, Avg. Reward: -4.750, Avg. RL Loss: 0.007, Avg. Length: 636.3
Frame: 3750000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 641.5
Frame: 3760000, Avg. Reward: -4.750, Avg. RL Loss: 0.007, Avg. Length: 643.8
Frame: 3770000, Avg. Reward: -4.857, Avg. RL Loss: 0.007, Avg. Length: 659.9
Frame: 3780000, Avg. Reward: -4.333, Avg. RL Loss: 0.007, Avg. Length: 653.8
Frame: 3790000, Avg. Reward: -4.812, Avg. RL Loss: 0.007, Avg. Length: 634.7
Frame: 3800000, Avg. Reward: -4.400, Avg. RL Loss: 0.007, Avg. Length: 595.7
Frame: 3810000, Avg. Reward: -4.938, Avg. RL Loss: 0.007, Avg. Length: 651.7
Frame: 3820000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 622.9
Frame: 3830000, Avg. Reward: -4.571, Avg. RL Loss: 0.007, Avg. Length: 682.8
Frame: 3840000, Avg. Reward: -4.667, Avg. RL Loss: 0.007, Avg. Length: 681.8
Frame: 3850000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 652.5
Frame: 3860000, Avg. Reward: -4.938, Avg. RL Loss: 0.007, Avg. Length: 634.6
Frame: 3870000, Avg. Reward: -4.571, Avg. RL Loss: 0.007, Avg. Length: 698.6
Frame: 3880000, Avg. Reward: -4.812, Avg. RL Loss: 0.008, Avg. Length: 624.9
Frame: 3890000, Avg. Reward: -4.938, Avg. RL Loss: 0.007, Avg. Length: 624.1
Frame: 3900000, Avg. Reward: -4.867, Avg. RL Loss: 0.007, Avg. Length: 620.9
Frame: 3910000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 662.4
Frame: 3920000, Avg. Reward: -4.944, Avg. RL Loss: 0.007, Avg. Length: 556.4
Frame: 3930000, Avg. Reward: -4.867, Avg. RL Loss: 0.007, Avg. Length: 675.3
Frame: 3940000, Avg. Reward: -4.938, Avg. RL Loss: 0.007, Avg. Length: 628.6
Frame: 3950000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 618.7
Frame: 3960000, Avg. Reward: -4.688, Avg. RL Loss: 0.007, Avg. Length: 639.8
Frame: 3970000, Avg. Reward: -4.938, Avg. RL Loss: 0.007, Avg. Length: 627.8
Frame: 3980000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 605.6
Frame: 3990000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 614.9
Frame: 4000000, Avg. Reward: -4.938, Avg. RL Loss: 0.007, Avg. Length: 635.3
Frame: 4010000, Avg. Reward: -4.667, Avg. RL Loss: 0.007, Avg. Length: 651.6
Frame: 4020000, Avg. Reward: -4.867, Avg. RL Loss: 0.007, Avg. Length: 673.3
Frame: 4030000, Avg. Reward: -4.938, Avg. RL Loss: 0.007, Avg. Length: 630.7
Frame: 4040000, Avg. Reward: -4.714, Avg. RL Loss: 0.007, Avg. Length: 711.4
Frame: 4050000, Avg. Reward: -4.867, Avg. RL Loss: 0.007, Avg. Length: 642.4
Frame: 4060000, Avg. Reward: -4.750, Avg. RL Loss: 0.007, Avg. Length: 643.9
Frame: 4070000, Avg. Reward: -5.000, Avg. RL Loss: 0.007, Avg. Length: 579.9
Frame: 4080000, Avg. Reward: -4.882, Avg. RL Loss: 0.007, Avg. Length: 572.6
Frame: 4090000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 626.0
Frame: 4100000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 594.8
Frame: 4110000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 655.5
Frame: 4120000, Avg. Reward: -4.875, Avg. RL Loss: 0.006, Avg. Length: 641.9
Frame: 4130000, Avg. Reward: -4.933, Avg. RL Loss: 0.007, Avg. Length: 672.5
Frame: 4140000, Avg. Reward: -4.867, Avg. RL Loss: 0.007, Avg. Length: 650.7
Frame: 4150000, Avg. Reward: -5.000, Avg. RL Loss: 0.007, Avg. Length: 622.9
Frame: 4160000, Avg. Reward: -4.812, Avg. RL Loss: 0.007, Avg. Length: 614.1
Frame: 4170000, Avg. Reward: -4.882, Avg. RL Loss: 0.007, Avg. Length: 612.8
Frame: 4180000, Avg. Reward: -4.933, Avg. RL Loss: 0.007, Avg. Length: 670.1
Frame: 4190000, Avg. Reward: -4.733, Avg. RL Loss: 0.007, Avg. Length: 642.7
Frame: 4200000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 610.5
Frame: 4210000, Avg. Reward: -4.750, Avg. RL Loss: 0.007, Avg. Length: 660.6
Frame: 4220000, Avg. Reward: -4.857, Avg. RL Loss: 0.007, Avg. Length: 663.4
Frame: 4230000, Avg. Reward: -4.938, Avg. RL Loss: 0.007, Avg. Length: 638.6
Frame: 4240000, Avg. Reward: -4.875, Avg. RL Loss: 0.008, Avg. Length: 610.2
Frame: 4250000, Avg. Reward: -4.867, Avg. RL Loss: 0.008, Avg. Length: 660.4
Frame: 4260000, Avg. Reward: -4.875, Avg. RL Loss: 0.008, Avg. Length: 624.1
Frame: 4270000, Avg. Reward: -4.688, Avg. RL Loss: 0.007, Avg. Length: 622.4
Frame: 4280000, Avg. Reward: -4.867, Avg. RL Loss: 0.007, Avg. Length: 653.1
Frame: 4290000, Avg. Reward: -4.857, Avg. RL Loss: 0.007, Avg. Length: 697.5
Frame: 4300000, Avg. Reward: -4.600, Avg. RL Loss: 0.007, Avg. Length: 663.0
Frame: 4310000, Avg. Reward: -4.933, Avg. RL Loss: 0.007, Avg. Length: 626.1
Frame: 4320000, Avg. Reward: -4.941, Avg. RL Loss: 0.007, Avg. Length: 603.9
Frame: 4330000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 630.3
Frame: 4340000, Avg. Reward: -4.938, Avg. RL Loss: 0.007, Avg. Length: 630.6
Frame: 4350000, Avg. Reward: -4.714, Avg. RL Loss: 0.007, Avg. Length: 691.7
Frame: 4360000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 615.3
Frame: 4370000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 639.6
Frame: 4380000, Avg. Reward: -4.944, Avg. RL Loss: 0.007, Avg. Length: 577.8
Frame: 4390000, Avg. Reward: -4.733, Avg. RL Loss: 0.007, Avg. Length: 642.7
Frame: 4400000, Avg. Reward: -5.000, Avg. RL Loss: 0.007, Avg. Length: 688.3
Frame: 4410000, Avg. Reward: -4.857, Avg. RL Loss: 0.007, Avg. Length: 698.2
Frame: 4420000, Avg. Reward: -4.944, Avg. RL Loss: 0.007, Avg. Length: 558.4
Frame: 4430000, Avg. Reward: -4.750, Avg. RL Loss: 0.007, Avg. Length: 593.7
Frame: 4440000, Avg. Reward: -5.000, Avg. RL Loss: 0.007, Avg. Length: 597.1
Frame: 4450000, Avg. Reward: -4.812, Avg. RL Loss: 0.007, Avg. Length: 632.9
Frame: 4460000, Avg. Reward: -4.824, Avg. RL Loss: 0.007, Avg. Length: 562.6
Frame: 4470000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 662.8
Frame: 4480000, Avg. Reward: -4.941, Avg. RL Loss: 0.008, Avg. Length: 582.8
Frame: 4490000, Avg. Reward: -5.000, Avg. RL Loss: 0.007, Avg. Length: 577.9
Frame: 4500000, Avg. Reward: -4.733, Avg. RL Loss: 0.007, Avg. Length: 680.7
Frame: 4510000, Avg. Reward: -4.786, Avg. RL Loss: 0.007, Avg. Length: 710.7
Frame: 4520000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 636.1
Frame: 4530000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 648.5
Frame: 4540000, Avg. Reward: -4.643, Avg. RL Loss: 0.007, Avg. Length: 664.6
Frame: 4550000, Avg. Reward: -4.824, Avg. RL Loss: 0.007, Avg. Length: 615.7
Frame: 4560000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 618.9
Frame: 4570000, Avg. Reward: -4.938, Avg. RL Loss: 0.007, Avg. Length: 616.2
Frame: 4580000, Avg. Reward: -4.533, Avg. RL Loss: 0.006, Avg. Length: 616.9
Frame: 4590000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 638.0
Frame: 4600000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 645.0
Frame: 4610000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 661.1
Frame: 4620000, Avg. Reward: -4.812, Avg. RL Loss: 0.007, Avg. Length: 584.6
Frame: 4630000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 623.8
Frame: 4640000, Avg. Reward: -4.875, Avg. RL Loss: 0.008, Avg. Length: 616.2
Frame: 4650000, Avg. Reward: -4.938, Avg. RL Loss: 0.008, Avg. Length: 629.8
Frame: 4660000, Avg. Reward: -4.625, Avg. RL Loss: 0.008, Avg. Length: 628.4
Frame: 4670000, Avg. Reward: -4.625, Avg. RL Loss: 0.007, Avg. Length: 651.8
Frame: 4680000, Avg. Reward: -4.643, Avg. RL Loss: 0.007, Avg. Length: 665.5
Frame: 4690000, Avg. Reward: -4.500, Avg. RL Loss: 0.007, Avg. Length: 609.8
Frame: 4700000, Avg. Reward: -4.857, Avg. RL Loss: 0.007, Avg. Length: 687.4
Frame: 4710000, Avg. Reward: -4.941, Avg. RL Loss: 0.008, Avg. Length: 604.5
Frame: 4720000, Avg. Reward: -4.933, Avg. RL Loss: 0.008, Avg. Length: 640.9
Frame: 4730000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 648.8
Frame: 4740000, Avg. Reward: -4.750, Avg. RL Loss: 0.007, Avg. Length: 612.2
Frame: 4750000, Avg. Reward: -4.600, Avg. RL Loss: 0.007, Avg. Length: 622.7
Frame: 4760000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 634.1
Frame: 4770000, Avg. Reward: -4.867, Avg. RL Loss: 0.007, Avg. Length: 648.9
Frame: 4780000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 617.2
Frame: 4790000, Avg. Reward: -4.875, Avg. RL Loss: 0.008, Avg. Length: 624.1
Frame: 4800000, Avg. Reward: -4.812, Avg. RL Loss: 0.008, Avg. Length: 647.9
Frame: 4810000, Avg. Reward: -4.571, Avg. RL Loss: 0.007, Avg. Length: 697.1
Frame: 4820000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 631.9
Frame: 4830000, Avg. Reward: -4.812, Avg. RL Loss: 0.007, Avg. Length: 630.2
Frame: 4840000, Avg. Reward: -4.941, Avg. RL Loss: 0.007, Avg. Length: 604.2
Frame: 4850000, Avg. Reward: -4.786, Avg. RL Loss: 0.007, Avg. Length: 691.1
Frame: 4860000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 665.0
Frame: 4870000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 631.0
Frame: 4880000, Avg. Reward: -5.000, Avg. RL Loss: 0.007, Avg. Length: 623.6
Frame: 4890000, Avg. Reward: -4.688, Avg. RL Loss: 0.007, Avg. Length: 589.7
Frame: 4900000, Avg. Reward: -4.938, Avg. RL Loss: 0.007, Avg. Length: 652.8
Frame: 4910000, Avg. Reward: -5.000, Avg. RL Loss: 0.007, Avg. Length: 577.9
Frame: 4920000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 621.1
Frame: 4930000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 606.9
Frame: 4940000, Avg. Reward: -4.688, Avg. RL Loss: 0.008, Avg. Length: 639.0
Frame: 4950000, Avg. Reward: -4.800, Avg. RL Loss: 0.008, Avg. Length: 657.3
Frame: 4960000, Avg. Reward: -4.750, Avg. RL Loss: 0.008, Avg. Length: 613.3
Frame: 4970000, Avg. Reward: -4.933, Avg. RL Loss: 0.008, Avg. Length: 656.3
Frame: 4980000, Avg. Reward: -4.941, Avg. RL Loss: 0.008, Avg. Length: 585.0
Frame: 4990000, Avg. Reward: -4.600, Avg. RL Loss: 0.007, Avg. Length: 654.5
Frame: 5000000, Avg. Reward: -4.643, Avg. RL Loss: 0.007, Avg. Length: 674.1
Frame: 5010000, Avg. Reward: -4.824, Avg. RL Loss: 0.007, Avg. Length: 636.0
Frame: 5020000, Avg. Reward: -4.667, Avg. RL Loss: 0.008, Avg. Length: 662.3
Frame: 5030000, Avg. Reward: -4.667, Avg. RL Loss: 0.009, Avg. Length: 615.8
Frame: 5040000, Avg. Reward: -4.882, Avg. RL Loss: 0.008, Avg. Length: 597.4
Frame: 5050000, Avg. Reward: -4.857, Avg. RL Loss: 0.007, Avg. Length: 668.8
Frame: 5060000, Avg. Reward: -4.800, Avg. RL Loss: 0.008, Avg. Length: 622.7
Frame: 5070000, Avg. Reward: -4.941, Avg. RL Loss: 0.007, Avg. Length: 609.9
Frame: 5080000, Avg. Reward: -4.938, Avg. RL Loss: 0.008, Avg. Length: 621.6
Frame: 5090000, Avg. Reward: -4.643, Avg. RL Loss: 0.007, Avg. Length: 676.5
Frame: 5100000, Avg. Reward: -4.786, Avg. RL Loss: 0.007, Avg. Length: 723.4
Frame: 5110000, Avg. Reward: -4.714, Avg. RL Loss: 0.007, Avg. Length: 693.1
Frame: 5120000, Avg. Reward: -4.812, Avg. RL Loss: 0.007, Avg. Length: 643.1
Frame: 5130000, Avg. Reward: -5.000, Avg. RL Loss: 0.007, Avg. Length: 597.6
Frame: 5140000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 631.2
Frame: 5150000, Avg. Reward: -4.933, Avg. RL Loss: 0.007, Avg. Length: 681.1
Frame: 5160000, Avg. Reward: -4.750, Avg. RL Loss: 0.007, Avg. Length: 602.9
Frame: 5170000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 664.0
Frame: 5180000, Avg. Reward: -4.786, Avg. RL Loss: 0.008, Avg. Length: 703.9
Frame: 5190000, Avg. Reward: -5.000, Avg. RL Loss: 0.007, Avg. Length: 620.3
Frame: 5200000, Avg. Reward: -4.867, Avg. RL Loss: 0.007, Avg. Length: 674.9
Frame: 5210000, Avg. Reward: -4.933, Avg. RL Loss: 0.007, Avg. Length: 670.0
Frame: 5220000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 625.3
Frame: 5230000, Avg. Reward: -4.812, Avg. RL Loss: 0.008, Avg. Length: 625.7
Frame: 5240000, Avg. Reward: -4.933, Avg. RL Loss: 0.007, Avg. Length: 651.5
Frame: 5250000, Avg. Reward: -4.500, Avg. RL Loss: 0.007, Avg. Length: 680.8
Frame: 5260000, Avg. Reward: -4.357, Avg. RL Loss: 0.007, Avg. Length: 669.5
Frame: 5270000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 662.6
Frame: 5280000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 627.9
Frame: 5290000, Avg. Reward: -4.875, Avg. RL Loss: 0.008, Avg. Length: 618.0
Frame: 5300000, Avg. Reward: -4.800, Avg. RL Loss: 0.008, Avg. Length: 671.2
Frame: 5310000, Avg. Reward: -4.786, Avg. RL Loss: 0.008, Avg. Length: 682.4
Frame: 5320000, Avg. Reward: -4.800, Avg. RL Loss: 0.008, Avg. Length: 658.8
Frame: 5330000, Avg. Reward: -4.812, Avg. RL Loss: 0.007, Avg. Length: 619.6
Frame: 5340000, Avg. Reward: -4.786, Avg. RL Loss: 0.007, Avg. Length: 696.4
Frame: 5350000, Avg. Reward: -4.938, Avg. RL Loss: 0.007, Avg. Length: 659.4
Frame: 5360000, Avg. Reward: -4.933, Avg. RL Loss: 0.008, Avg. Length: 620.9
Frame: 5370000, Avg. Reward: -4.875, Avg. RL Loss: 0.008, Avg. Length: 628.6
Frame: 5380000, Avg. Reward: -4.688, Avg. RL Loss: 0.008, Avg. Length: 622.2
Frame: 5390000, Avg. Reward: -4.867, Avg. RL Loss: 0.008, Avg. Length: 645.3
Frame: 5400000, Avg. Reward: -4.667, Avg. RL Loss: 0.008, Avg. Length: 631.9
Frame: 5410000, Avg. Reward: -4.882, Avg. RL Loss: 0.008, Avg. Length: 566.2
Frame: 5420000, Avg. Reward: -4.882, Avg. RL Loss: 0.007, Avg. Length: 613.2
Frame: 5430000, Avg. Reward: -4.857, Avg. RL Loss: 0.007, Avg. Length: 672.4
Frame: 5440000, Avg. Reward: -4.824, Avg. RL Loss: 0.007, Avg. Length: 621.7
Frame: 5450000, Avg. Reward: -4.533, Avg. RL Loss: 0.007, Avg. Length: 630.6
Frame: 5460000, Avg. Reward: -4.875, Avg. RL Loss: 0.008, Avg. Length: 634.9
Frame: 5470000, Avg. Reward: -4.733, Avg. RL Loss: 0.008, Avg. Length: 663.1
Frame: 5480000, Avg. Reward: -4.857, Avg. RL Loss: 0.008, Avg. Length: 679.1
Frame: 5490000, Avg. Reward: -4.882, Avg. RL Loss: 0.007, Avg. Length: 620.9
Frame: 5500000, Avg. Reward: -4.933, Avg. RL Loss: 0.007, Avg. Length: 667.3
Frame: 5510000, Avg. Reward: -4.867, Avg. RL Loss: 0.007, Avg. Length: 660.5
