                          Options
                          seed: 1122
                          batch_size: 32
                          no_cuda: False
                          max_frames: 10000000
                          buffer_size: 100000
                          update_target: 1000
                          train_freq: 1
                          gamma: 0.99
                          eta: 0.1
                          rl_start: 10000
                          sl_start: 1000
                          dueling: False
                          multi_step: 1
                          env: SlimeVolley-v0
                          negative: False
                          load_model: None
                          save_model: model
                          evaluate: False
                          render: False
                          evaluation_interval: 10000
                          lr: 0.0001
                          max_tag_interval: 1000
                          eps_start: 1.0
                          eps_final: 0.01
                          eps_decay: 30000
                          cuda: True
                          device: cuda:1
Box(-3.4028234663852886e+38, 3.4028234663852886e+38, (12,), float32) Discrete(6)
Frame: 10000, Avg. Reward: -4.750, Avg. RL Loss: nan, Avg. Length: 610.9
Frame: 5520000, Avg. Reward: -5.000, Avg. RL Loss: 0.007, Avg. Length: 628.3
Frame: 5530000, Avg. Reward: -4.875, Avg. RL Loss: 0.008, Avg. Length: 670.4
Frame: 5540000, Avg. Reward: -4.714, Avg. RL Loss: 0.008, Avg. Length: 669.2
Frame: 5550000, Avg. Reward: -4.938, Avg. RL Loss: 0.008, Avg. Length: 631.1
Frame: 5560000, Avg. Reward: -4.941, Avg. RL Loss: 0.008, Avg. Length: 617.1
Frame: 5570000, Avg. Reward: -4.867, Avg. RL Loss: 0.008, Avg. Length: 625.9
Frame: 5580000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 632.1
Frame: 5590000, Avg. Reward: -4.867, Avg. RL Loss: 0.008, Avg. Length: 675.9
Frame: 5600000, Avg. Reward: -5.000, Avg. RL Loss: 0.008, Avg. Length: 648.5
Frame: 5610000, Avg. Reward: -4.750, Avg. RL Loss: 0.008, Avg. Length: 640.1
Frame: 5620000, Avg. Reward: -4.812, Avg. RL Loss: 0.008, Avg. Length: 625.9
Frame: 5630000, Avg. Reward: -4.643, Avg. RL Loss: 0.007, Avg. Length: 683.1
Frame: 5640000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 632.2
Frame: 5650000, Avg. Reward: -4.867, Avg. RL Loss: 0.007, Avg. Length: 673.0
Frame: 5660000, Avg. Reward: -4.867, Avg. RL Loss: 0.007, Avg. Length: 662.0
Frame: 5670000, Avg. Reward: -4.538, Avg. RL Loss: 0.007, Avg. Length: 735.2
Frame: 5680000, Avg. Reward: -4.533, Avg. RL Loss: 0.007, Avg. Length: 655.7
Frame: 5690000, Avg. Reward: -4.667, Avg. RL Loss: 0.007, Avg. Length: 624.6
Frame: 5700000, Avg. Reward: -4.867, Avg. RL Loss: 0.007, Avg. Length: 666.2
Frame: 5710000, Avg. Reward: -4.769, Avg. RL Loss: 0.007, Avg. Length: 763.5
Frame: 5720000, Avg. Reward: -4.786, Avg. RL Loss: 0.008, Avg. Length: 708.0
Frame: 5730000, Avg. Reward: -4.933, Avg. RL Loss: 0.008, Avg. Length: 678.0
Frame: 5740000, Avg. Reward: -4.688, Avg. RL Loss: 0.008, Avg. Length: 586.9
Frame: 5750000, Avg. Reward: -4.800, Avg. RL Loss: 0.008, Avg. Length: 652.9
Frame: 5760000, Avg. Reward: -4.643, Avg. RL Loss: 0.008, Avg. Length: 659.5
Frame: 5770000, Avg. Reward: -4.667, Avg. RL Loss: 0.008, Avg. Length: 683.1
Frame: 5780000, Avg. Reward: -4.923, Avg. RL Loss: 0.008, Avg. Length: 719.4
Frame: 5790000, Avg. Reward: -5.000, Avg. RL Loss: 0.007, Avg. Length: 658.1
Frame: 5800000, Avg. Reward: -4.714, Avg. RL Loss: 0.007, Avg. Length: 705.2
Frame: 5810000, Avg. Reward: -4.667, Avg. RL Loss: 0.007, Avg. Length: 686.5
Frame: 5820000, Avg. Reward: -4.933, Avg. RL Loss: 0.007, Avg. Length: 651.7
Frame: 5830000, Avg. Reward: -4.615, Avg. RL Loss: 0.007, Avg. Length: 742.5
Frame: 5840000, Avg. Reward: -4.714, Avg. RL Loss: 0.007, Avg. Length: 675.9
Frame: 5850000, Avg. Reward: -4.933, Avg. RL Loss: 0.007, Avg. Length: 692.0
Frame: 5860000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 675.3
Frame: 5870000, Avg. Reward: -4.643, Avg. RL Loss: 0.008, Avg. Length: 675.0
Frame: 5880000, Avg. Reward: -4.867, Avg. RL Loss: 0.008, Avg. Length: 649.8
Frame: 5890000, Avg. Reward: -4.429, Avg. RL Loss: 0.008, Avg. Length: 678.4
Frame: 5900000, Avg. Reward: -4.714, Avg. RL Loss: 0.008, Avg. Length: 657.8
Frame: 5910000, Avg. Reward: -4.308, Avg. RL Loss: 0.008, Avg. Length: 686.0
Frame: 5920000, Avg. Reward: -4.800, Avg. RL Loss: 0.008, Avg. Length: 692.5
Frame: 5930000, Avg. Reward: -4.714, Avg. RL Loss: 0.008, Avg. Length: 650.2
Frame: 5940000, Avg. Reward: -4.917, Avg. RL Loss: 0.008, Avg. Length: 802.0
Frame: 5950000, Avg. Reward: -4.933, Avg. RL Loss: 0.007, Avg. Length: 701.9
Frame: 5960000, Avg. Reward: -4.786, Avg. RL Loss: 0.007, Avg. Length: 680.5
Frame: 5970000, Avg. Reward: -4.750, Avg. RL Loss: 0.007, Avg. Length: 651.8
Frame: 5980000, Avg. Reward: -4.733, Avg. RL Loss: 0.007, Avg. Length: 648.8
Frame: 5990000, Avg. Reward: -4.933, Avg. RL Loss: 0.007, Avg. Length: 646.9
Frame: 6000000, Avg. Reward: -4.875, Avg. RL Loss: 0.008, Avg. Length: 641.2
Frame: 6010000, Avg. Reward: -4.786, Avg. RL Loss: 0.007, Avg. Length: 687.4
Frame: 6020000, Avg. Reward: -4.714, Avg. RL Loss: 0.008, Avg. Length: 709.5
Frame: 6030000, Avg. Reward: -4.857, Avg. RL Loss: 0.008, Avg. Length: 703.5
Frame: 6040000, Avg. Reward: -4.667, Avg. RL Loss: 0.008, Avg. Length: 657.4
Frame: 6050000, Avg. Reward: -5.000, Avg. RL Loss: 0.009, Avg. Length: 701.0
Frame: 6060000, Avg. Reward: -4.867, Avg. RL Loss: 0.008, Avg. Length: 633.5
Frame: 6070000, Avg. Reward: -4.667, Avg. RL Loss: 0.008, Avg. Length: 659.4
Frame: 6080000, Avg. Reward: -4.733, Avg. RL Loss: 0.008, Avg. Length: 673.7
Frame: 6090000, Avg. Reward: -4.714, Avg. RL Loss: 0.008, Avg. Length: 711.6
Frame: 6100000, Avg. Reward: -4.692, Avg. RL Loss: 0.008, Avg. Length: 779.4
Frame: 6110000, Avg. Reward: -4.538, Avg. RL Loss: 0.008, Avg. Length: 691.8
Frame: 6120000, Avg. Reward: -4.667, Avg. RL Loss: 0.008, Avg. Length: 664.1
Frame: 6130000, Avg. Reward: -4.643, Avg. RL Loss: 0.008, Avg. Length: 650.8
Frame: 6140000, Avg. Reward: -4.933, Avg. RL Loss: 0.008, Avg. Length: 668.5
Frame: 6150000, Avg. Reward: -4.800, Avg. RL Loss: 0.009, Avg. Length: 658.7
Frame: 6160000, Avg. Reward: -4.800, Avg. RL Loss: 0.009, Avg. Length: 652.6
Frame: 6170000, Avg. Reward: -4.938, Avg. RL Loss: 0.009, Avg. Length: 619.7
Frame: 6180000, Avg. Reward: -4.643, Avg. RL Loss: 0.009, Avg. Length: 682.9
Frame: 6190000, Avg. Reward: -4.875, Avg. RL Loss: 0.008, Avg. Length: 618.6
Frame: 6200000, Avg. Reward: -4.867, Avg. RL Loss: 0.008, Avg. Length: 649.2
Frame: 6210000, Avg. Reward: -4.750, Avg. RL Loss: 0.009, Avg. Length: 594.3
Frame: 6220000, Avg. Reward: -4.750, Avg. RL Loss: 0.009, Avg. Length: 663.6
Frame: 6230000, Avg. Reward: -4.667, Avg. RL Loss: 0.009, Avg. Length: 643.1
Frame: 6240000, Avg. Reward: -4.938, Avg. RL Loss: 0.010, Avg. Length: 604.6
Frame: 6250000, Avg. Reward: -4.938, Avg. RL Loss: 0.010, Avg. Length: 598.5
Frame: 6260000, Avg. Reward: -4.812, Avg. RL Loss: 0.011, Avg. Length: 646.3
Frame: 6270000, Avg. Reward: -4.938, Avg. RL Loss: 0.012, Avg. Length: 612.4
Frame: 6280000, Avg. Reward: -4.882, Avg. RL Loss: 0.013, Avg. Length: 589.0
Frame: 6290000, Avg. Reward: -4.667, Avg. RL Loss: 0.014, Avg. Length: 670.1
Frame: 6300000, Avg. Reward: -4.667, Avg. RL Loss: 0.015, Avg. Length: 677.3
Frame: 6310000, Avg. Reward: -4.800, Avg. RL Loss: 0.017, Avg. Length: 645.2
Frame: 6320000, Avg. Reward: -4.812, Avg. RL Loss: 0.020, Avg. Length: 639.2
Frame: 6330000, Avg. Reward: -4.750, Avg. RL Loss: 0.020, Avg. Length: 615.6
Frame: 6340000, Avg. Reward: -4.647, Avg. RL Loss: 0.022, Avg. Length: 606.2
Frame: 6350000, Avg. Reward: -4.867, Avg. RL Loss: 0.028, Avg. Length: 638.1
Frame: 6360000, Avg. Reward: -4.933, Avg. RL Loss: 0.038, Avg. Length: 635.9
Frame: 6370000, Avg. Reward: -4.688, Avg. RL Loss: 0.037, Avg. Length: 630.2
Frame: 6380000, Avg. Reward: -4.875, Avg. RL Loss: 0.029, Avg. Length: 617.4
Frame: 6390000, Avg. Reward: -4.643, Avg. RL Loss: 0.024, Avg. Length: 676.9
Frame: 6400000, Avg. Reward: -4.500, Avg. RL Loss: 0.021, Avg. Length: 625.5
Frame: 6410000, Avg. Reward: -4.867, Avg. RL Loss: 0.020, Avg. Length: 662.3
Frame: 6420000, Avg. Reward: -4.933, Avg. RL Loss: 0.019, Avg. Length: 650.0
Frame: 6430000, Avg. Reward: -4.867, Avg. RL Loss: 0.016, Avg. Length: 666.5
Frame: 6440000, Avg. Reward: -4.812, Avg. RL Loss: 0.015, Avg. Length: 620.1
Frame: 6450000, Avg. Reward: -4.750, Avg. RL Loss: 0.013, Avg. Length: 601.3
Frame: 6460000, Avg. Reward: -4.667, Avg. RL Loss: 0.014, Avg. Length: 677.8
Frame: 6470000, Avg. Reward: -4.938, Avg. RL Loss: 0.013, Avg. Length: 613.3
Frame: 6480000, Avg. Reward: -4.786, Avg. RL Loss: 0.012, Avg. Length: 698.4
Frame: 6490000, Avg. Reward: -4.875, Avg. RL Loss: 0.011, Avg. Length: 636.1
Frame: 6500000, Avg. Reward: -4.882, Avg. RL Loss: 0.010, Avg. Length: 611.6
Frame: 6510000, Avg. Reward: -4.800, Avg. RL Loss: 0.010, Avg. Length: 606.6
Frame: 6520000, Avg. Reward: -4.800, Avg. RL Loss: 0.010, Avg. Length: 662.1
Frame: 6530000, Avg. Reward: -4.812, Avg. RL Loss: 0.009, Avg. Length: 641.8
Frame: 6540000, Avg. Reward: -4.562, Avg. RL Loss: 0.008, Avg. Length: 583.5
Frame: 6550000, Avg. Reward: -5.000, Avg. RL Loss: 0.008, Avg. Length: 616.9
Frame: 6560000, Avg. Reward: -4.824, Avg. RL Loss: 0.009, Avg. Length: 600.7
Frame: 6570000, Avg. Reward: -4.667, Avg. RL Loss: 0.009, Avg. Length: 658.3
Frame: 6580000, Avg. Reward: -4.938, Avg. RL Loss: 0.009, Avg. Length: 584.3
Frame: 6590000, Avg. Reward: -5.000, Avg. RL Loss: 0.009, Avg. Length: 676.0
Frame: 6600000, Avg. Reward: -4.800, Avg. RL Loss: 0.008, Avg. Length: 660.7
Frame: 6610000, Avg. Reward: -4.688, Avg. RL Loss: 0.008, Avg. Length: 649.1
Frame: 6620000, Avg. Reward: -4.812, Avg. RL Loss: 0.008, Avg. Length: 608.6
Frame: 6630000, Avg. Reward: -4.625, Avg. RL Loss: 0.008, Avg. Length: 610.7
Frame: 6640000, Avg. Reward: -4.786, Avg. RL Loss: 0.008, Avg. Length: 678.4
Frame: 6650000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 629.4
Frame: 6660000, Avg. Reward: -4.938, Avg. RL Loss: 0.007, Avg. Length: 610.9
Frame: 6670000, Avg. Reward: -4.875, Avg. RL Loss: 0.008, Avg. Length: 648.2
Frame: 6680000, Avg. Reward: -5.000, Avg. RL Loss: 0.007, Avg. Length: 576.6
Frame: 6690000, Avg. Reward: -4.882, Avg. RL Loss: 0.008, Avg. Length: 602.2
Frame: 6700000, Avg. Reward: -4.733, Avg. RL Loss: 0.008, Avg. Length: 629.8
Frame: 6710000, Avg. Reward: -4.500, Avg. RL Loss: 0.008, Avg. Length: 662.1
Frame: 6720000, Avg. Reward: -4.882, Avg. RL Loss: 0.008, Avg. Length: 581.7
Frame: 6730000, Avg. Reward: -4.812, Avg. RL Loss: 0.008, Avg. Length: 641.8
Frame: 6740000, Avg. Reward: -4.875, Avg. RL Loss: 0.008, Avg. Length: 592.1
Frame: 6750000, Avg. Reward: -4.812, Avg. RL Loss: 0.008, Avg. Length: 642.6
Frame: 6760000, Avg. Reward: -4.714, Avg. RL Loss: 0.009, Avg. Length: 676.6
Frame: 6770000, Avg. Reward: -4.800, Avg. RL Loss: 0.008, Avg. Length: 696.1
Frame: 6780000, Avg. Reward: -4.750, Avg. RL Loss: 0.008, Avg. Length: 621.2
Frame: 6790000, Avg. Reward: -4.938, Avg. RL Loss: 0.007, Avg. Length: 596.6
Frame: 6800000, Avg. Reward: -4.571, Avg. RL Loss: 0.008, Avg. Length: 713.2
Frame: 6810000, Avg. Reward: -4.625, Avg. RL Loss: 0.008, Avg. Length: 640.4
Frame: 6820000, Avg. Reward: -4.875, Avg. RL Loss: 0.009, Avg. Length: 626.9
Frame: 6830000, Avg. Reward: -4.824, Avg. RL Loss: 0.009, Avg. Length: 604.0
Frame: 6840000, Avg. Reward: -4.733, Avg. RL Loss: 0.009, Avg. Length: 618.9
Frame: 6850000, Avg. Reward: -5.000, Avg. RL Loss: 0.007, Avg. Length: 579.7
Frame: 6860000, Avg. Reward: -4.733, Avg. RL Loss: 0.007, Avg. Length: 643.7
Frame: 6870000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 682.9
Frame: 6880000, Avg. Reward: -4.800, Avg. RL Loss: 0.008, Avg. Length: 656.4
Frame: 6890000, Avg. Reward: -4.786, Avg. RL Loss: 0.007, Avg. Length: 651.8
Frame: 6900000, Avg. Reward: -4.765, Avg. RL Loss: 0.007, Avg. Length: 607.9
Frame: 6910000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 656.4
Frame: 6920000, Avg. Reward: -4.867, Avg. RL Loss: 0.007, Avg. Length: 666.3
Frame: 6930000, Avg. Reward: -4.867, Avg. RL Loss: 0.007, Avg. Length: 649.9
Frame: 6940000, Avg. Reward: -4.941, Avg. RL Loss: 0.008, Avg. Length: 618.9
Frame: 6950000, Avg. Reward: -4.875, Avg. RL Loss: 0.008, Avg. Length: 585.3
Frame: 6960000, Avg. Reward: -4.765, Avg. RL Loss: 0.008, Avg. Length: 601.9
Frame: 6970000, Avg. Reward: -4.765, Avg. RL Loss: 0.007, Avg. Length: 576.1
Frame: 6980000, Avg. Reward: -4.933, Avg. RL Loss: 0.008, Avg. Length: 638.7
Frame: 6990000, Avg. Reward: -4.833, Avg. RL Loss: 0.007, Avg. Length: 573.8
Frame: 7000000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 658.1
Frame: 7010000, Avg. Reward: -4.938, Avg. RL Loss: 0.006, Avg. Length: 632.2
Frame: 7020000, Avg. Reward: -4.733, Avg. RL Loss: 0.007, Avg. Length: 657.3
Frame: 7030000, Avg. Reward: -4.938, Avg. RL Loss: 0.007, Avg. Length: 631.9
Frame: 7040000, Avg. Reward: -4.875, Avg. RL Loss: 0.008, Avg. Length: 632.7
Frame: 7050000, Avg. Reward: -4.800, Avg. RL Loss: 0.008, Avg. Length: 621.5
Frame: 7060000, Avg. Reward: -4.889, Avg. RL Loss: 0.008, Avg. Length: 590.2
Frame: 7070000, Avg. Reward: -4.824, Avg. RL Loss: 0.008, Avg. Length: 542.1
Frame: 7080000, Avg. Reward: -4.688, Avg. RL Loss: 0.007, Avg. Length: 577.3
Frame: 7090000, Avg. Reward: -4.733, Avg. RL Loss: 0.007, Avg. Length: 679.7
Frame: 7100000, Avg. Reward: -4.938, Avg. RL Loss: 0.007, Avg. Length: 606.6
Frame: 7110000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 628.8
Frame: 7120000, Avg. Reward: -4.733, Avg. RL Loss: 0.007, Avg. Length: 685.7
Frame: 7130000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 648.9
Frame: 7140000, Avg. Reward: -4.733, Avg. RL Loss: 0.007, Avg. Length: 656.0
Frame: 7150000, Avg. Reward: -4.941, Avg. RL Loss: 0.008, Avg. Length: 598.0
Frame: 7160000, Avg. Reward: -5.000, Avg. RL Loss: 0.008, Avg. Length: 615.9
Frame: 7170000, Avg. Reward: -4.750, Avg. RL Loss: 0.008, Avg. Length: 613.5
Frame: 7180000, Avg. Reward: -4.786, Avg. RL Loss: 0.007, Avg. Length: 671.4
Frame: 7190000, Avg. Reward: -4.733, Avg. RL Loss: 0.007, Avg. Length: 635.3
Frame: 7200000, Avg. Reward: -5.000, Avg. RL Loss: 0.007, Avg. Length: 600.7
Frame: 7210000, Avg. Reward: -4.867, Avg. RL Loss: 0.007, Avg. Length: 664.6
Frame: 7220000, Avg. Reward: -4.933, Avg. RL Loss: 0.007, Avg. Length: 643.7
Frame: 7230000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 668.7
Frame: 7240000, Avg. Reward: -4.733, Avg. RL Loss: 0.007, Avg. Length: 663.3
Frame: 7250000, Avg. Reward: -4.857, Avg. RL Loss: 0.007, Avg. Length: 693.4
Frame: 7260000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 652.8
Frame: 7270000, Avg. Reward: -4.929, Avg. RL Loss: 0.007, Avg. Length: 705.3
Frame: 7280000, Avg. Reward: -4.875, Avg. RL Loss: 0.008, Avg. Length: 610.6
Frame: 7290000, Avg. Reward: -4.812, Avg. RL Loss: 0.007, Avg. Length: 635.8
Frame: 7300000, Avg. Reward: -5.000, Avg. RL Loss: 0.007, Avg. Length: 670.6
Frame: 7310000, Avg. Reward: -4.875, Avg. RL Loss: 0.007, Avg. Length: 643.2
Frame: 7320000, Avg. Reward: -4.800, Avg. RL Loss: 0.007, Avg. Length: 650.3
Frame: 7330000, Avg. Reward: -4.714, Avg. RL Loss: 0.006, Avg. Length: 691.3
Frame: 7340000, Avg. Reward: -4.938, Avg. RL Loss: 0.006, Avg. Length: 647.6
